"disease","metabolite","chemical_taxonomy"
"Heart failure","phenylacetylglycine","Organic acids and derivatives"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","aldosterone","Lipids and lipid-like molecules"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","cortisol","Lipids and lipid-like molecules"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","estradiol","Lipids and lipid-like molecules"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","testosterone","Lipids and lipid-like molecules"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","potassium","Homogeneous metal compounds"
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency","dehydroepiandrosterone sulfate","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","aldosterone","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","androstenedione","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","cortisol","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","dehydroepiandrosterone","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","d-glucose","Organic oxygen compounds"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","testosterone","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","17-hydroxyprogesterone","Lipids and lipid-like molecules"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","potassium","Homogeneous metal compounds"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","sodium","Homogeneous metal compounds"
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete","dihydrotestosterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 1, Antenatal","aldosterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 1, Antenatal","calcium","Homogeneous metal compounds"
"Bartter Syndrome, Type 1, Antenatal","chloride ion","Homogeneous non-metal compounds"
"Bartter Syndrome, Type 1, Antenatal","magnesium","Homogeneous metal compounds"
"Bartter Syndrome, Type 1, Antenatal","potassium","Homogeneous metal compounds"
"Bartter Syndrome, Type 1, Antenatal","sodium","Homogeneous metal compounds"
"Bartter Syndrome, Type 2, Antenatal","aldosterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 2, Antenatal","cortisol","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 2, Antenatal","urea","Organic acids and derivatives"
"Bartter Syndrome, Type 2, Antenatal","17-hydroxyprogesterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 2, Antenatal","calcium","Homogeneous metal compounds"
"Bartter Syndrome, Type 2, Antenatal","chloride ion","Homogeneous non-metal compounds"
"Bartter Syndrome, Type 2, Antenatal","magnesium","Homogeneous metal compounds"
"Bartter Syndrome, Type 2, Antenatal","creatinine","Organic acids and derivatives"
"Bartter Syndrome, Type 2, Antenatal","potassium","Homogeneous metal compounds"
"Bartter Syndrome, Type 2, Antenatal","sodium","Homogeneous metal compounds"
"Bartter Syndrome, Type 2, Antenatal","hydrogen carbonate","Organic acids and derivatives"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","aldosterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","calcium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","magnesium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","creatinine","Organic acids and derivatives"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","potassium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","sodium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","hydrogen carbonate","Organic acids and derivatives"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","phosphate","Homogeneous non-metal compounds"
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness","calcidiol","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","aldosterone","Lipids and lipid-like molecules"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","urea","Organic acids and derivatives"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","calcium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","chloride ion","Homogeneous non-metal compounds"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","magnesium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","creatinine","Organic acids and derivatives"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","potassium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","sodium","Homogeneous metal compounds"
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness","hydrogen carbonate","Organic acids and derivatives"
"Congenital chloride diarrhea","aldosterone","Lipids and lipid-like molecules"
"Congenital chloride diarrhea","chloride ion","Homogeneous non-metal compounds"
"Congenital chloride diarrhea","potassium","Homogeneous metal compounds"
"Congenital chloride diarrhea","sodium","Homogeneous metal compounds"
"Congenital chloride diarrhea","hydrogen carbonate","Organic acids and derivatives"
"Glucocorticoid resistance","aldosterone","Lipids and lipid-like molecules"
"Glucocorticoid resistance","cortisol","Lipids and lipid-like molecules"
"Glucocorticoid resistance","potassium","Homogeneous metal compounds"
"Lipoid Congenital Adrenal Hyperplasia","aldosterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","androstenedione","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","cortisol","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","dehydroepiandrosterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","estradiol","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","testosterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","tetrahydrocorticosterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","17-hydroxyprogesterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","potassium","Homogeneous metal compounds"
"Lipoid Congenital Adrenal Hyperplasia","sodium","Homogeneous metal compounds"
"Lipoid Congenital Adrenal Hyperplasia","tetrahydrodeoxycorticosterone","Lipids and lipid-like molecules"
"Lipoid Congenital Adrenal Hyperplasia","dehydroepiandrosterone sulfate","Lipids and lipid-like molecules"
"Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation","aldosterone","Lipids and lipid-like molecules"
"Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation","hydrogen carbonate","Organic acids and derivatives"
"Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation","angiotensin ii","Organic acids and derivatives"
"AIDS","butyric acid","Lipids and lipid-like molecules"
"AIDS","d-xylose","Organic oxygen compounds"
"AIDS","quinolinic acid","Organoheterocyclic compounds"
"AIDS","l-cysteine","Organic acids and derivatives"
"AIDS","mannitol","Organic oxygen compounds"
"AIDS","neopterin","Organoheterocyclic compounds"
"AIDS","5-methyltetrahydrofolic acid","Organoheterocyclic compounds"
"Autism","butyric acid","Lipids and lipid-like molecules"
"Autism","acetic acid","Organic acids and derivatives"
"Autism","l-cystathionine","Organic acids and derivatives"
"Autism","ethanol","Organic oxygen compounds"
"Autism","homovanillic acid","Benzenoids"
"Autism","glycine","Organic acids and derivatives"
"Autism","l-glutamic acid","Organic acids and derivatives"
"Autism","l-tyrosine","Organic acids and derivatives"
"Autism","l-phenylalanine","Organic acids and derivatives"
"Autism","l-alanine","Organic acids and derivatives"
"Autism","l-proline","Organic acids and derivatives"
"Autism","l-threonine","Organic acids and derivatives"
"Autism","l-isoleucine","Organic acids and derivatives"
"Autism","l-histidine","Organic acids and derivatives"
"Autism","l-lysine","Organic acids and derivatives"
"Autism","l-serine","Organic acids and derivatives"
"Autism","indoleacetic acid","Organoheterocyclic compounds"
"Autism","ornithine","Organic acids and derivatives"
"Autism","phenol","Benzenoids"
"Autism","propionic acid","Organic acids and derivatives"
"Autism","butanone","Organic oxygen compounds"
"Autism","l-arginine","Organic acids and derivatives"
"Autism","caproic acid","Lipids and lipid-like molecules"
"Autism","l-cysteine","Organic acids and derivatives"
"Autism","l-leucine","Organic acids and derivatives"
"Autism","l-methionine","Organic acids and derivatives"
"Autism","isovaleric acid","Lipids and lipid-like molecules"
"Autism","indole","Organoheterocyclic compounds"
"Autism","3-hexanone","Organic oxygen compounds"
"Autism","l-valine","Organic acids and derivatives"
"Autism","valeric acid","Lipids and lipid-like molecules"
"Autism","succinyladenosine","Nucleosides, nucleotides, and analogues"
"Autism","l-tryptophan","Organoheterocyclic compounds"
"Autism","octanol","Lipids and lipid-like molecules"
"Autism","p-cresol","Benzenoids"
"Autism","ethylmethylacetic acid","Lipids and lipid-like molecules"
"Autism","3-(3-hydroxyphenyl)-3-hydroxypropanoic acid","Phenylpropanoids and polyketides"
"Autism","methyl isobutyl ketone","Organic oxygen compounds"
"Autism","d-limonene","Lipids and lipid-like molecules"
"Autism","4-heptanone","Organic oxygen compounds"
"Autism","dimethyldisulfide","Organosulfur compounds"
"Autism","d-aspartic acid","Organic acids and derivatives"
"Autism","phenylethylamine","Benzenoids"
"Autism","dimethyl trisulfide","Organosulfur compounds"
"Autism","4-(1,1,3,3-tetramethylbutyl)-phenol","Benzenoids"
"Autism","ethyl acetate","Organic acids and derivatives"
"Autism","toluene","Benzenoids"
"Autism","1-isopropyl-2-methylbenzene","Benzenoids"
"Autism","octanoate radical","Lipids and lipid-like molecules"
"Bladder infections","butyric acid","Lipids and lipid-like molecules"
"Bladder infections","dimethylamine","Organic nitrogen compounds"
"Bladder infections","glyoxylic acid","Organic acids and derivatives"
"Bladder infections","folic acid","Organic acids and derivatives"
"Bladder infections","linoleic acid","Lipids and lipid-like molecules"
"Bladder infections","arachidonic acid","Lipids and lipid-like molecules"
"Bladder infections","glyceraldehyde","Organic oxygen compounds"
"Celiac disease","butyric acid","Lipids and lipid-like molecules"
"Celiac disease","acetic acid","Organic acids and derivatives"
"Celiac disease","ethanol","Organic oxygen compounds"
"Celiac disease","homovanillic acid","Benzenoids"
"Celiac disease","glycocholic acid","Lipids and lipid-like molecules"
"Celiac disease","l-proline","Organic acids and derivatives"
"Celiac disease","l-asparagine","Organic acids and derivatives"
"Celiac disease","l-histidine","Organic acids and derivatives"
"Celiac disease","l-palmitoylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","phenol","Benzenoids"
"Celiac disease","propionic acid","Organic acids and derivatives"
"Celiac disease","tyramine","Benzenoids"
"Celiac disease","butanone","Organic oxygen compounds"
"Celiac disease","caproic acid","Lipids and lipid-like molecules"
"Celiac disease","decanoylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","isovalerylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","isocaproic acid","Lipids and lipid-like molecules"
"Celiac disease","l-methionine","Organic acids and derivatives"
"Celiac disease","isovaleric acid","Lipids and lipid-like molecules"
"Celiac disease","indole","Organoheterocyclic compounds"
"Celiac disease","3-hexanone","Organic oxygen compounds"
"Celiac disease","l-hexanoylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","5-hydroxyindoleacetic acid","Organoheterocyclic compounds"
"Celiac disease","l-octanoylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","propionylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","valeric acid","Lipids and lipid-like molecules"
"Celiac disease","trimethylamine n-oxide","Organic nitrogen compounds"
"Celiac disease","l-tryptophan","Organoheterocyclic compounds"
"Celiac disease","octanol","Lipids and lipid-like molecules"
"Celiac disease","acetone","Organic oxygen compounds"
"Celiac disease","p-cresol","Benzenoids"
"Celiac disease","isobutyric acid","Organic acids and derivatives"
"Celiac disease","butyrylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","o-cresol","Benzenoids"
"Celiac disease","ethylmethylacetic acid","Lipids and lipid-like molecules"
"Celiac disease","dodecanoylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","tiglylcarnitine","Lipids and lipid-like molecules"
"Celiac disease","methyl isobutyl ketone","Organic oxygen compounds"
"Celiac disease","acetoin","Organic oxygen compounds"
"Celiac disease","menthol","Lipids and lipid-like molecules"
"Celiac disease","2-heptanone","Organic oxygen compounds"
"Celiac disease","4-heptanone","Organic oxygen compounds"
"Celiac disease","2-oxohexane","Organic oxygen compounds"
"Celiac disease","dimethyldisulfide","Organosulfur compounds"
"Celiac disease","hexanal","Organic oxygen compounds"
"Celiac disease","iso-valeraldehyde","Organic oxygen compounds"
"Celiac disease","decanal","Organic oxygen compounds"
"Celiac disease","dimethyl trisulfide","Organosulfur compounds"
"Celiac disease","2-pentylfuran","Organoheterocyclic compounds"
"Celiac disease","ethyl acetate","Organic acids and derivatives"
"Celiac disease","2-nonanone","Organic oxygen compounds"
"Celiac disease","2-nonenal","Organic oxygen compounds"
"Celiac disease","2-furancarboxaldehyde","Organooxygen compounds"
"Celiac disease","(s)-2-methylbutanoic acid","Lipids and lipid-like molecules"
"Celiac disease","toluene","Benzenoids"
"Celiac disease","2-pentanone","Organic oxygen compounds"
"Celiac disease","1-isopropyl-2-methylbenzene","Benzenoids"
"Irritable bowel syndrome","butyric acid","Lipids and lipid-like molecules"
"Irritable bowel syndrome","acetic acid","Organic acids and derivatives"
"Irritable bowel syndrome","adenosine","Nucleosides, nucleotides, and analogues"
"Irritable bowel syndrome","acetoacetic acid","Organic acids and derivatives"
"Irritable bowel syndrome","creatine","Organic acids and derivatives"
"Irritable bowel syndrome","citric acid","Organic acids and derivatives"
"Irritable bowel syndrome","choline","Organic nitrogen compounds"
"Irritable bowel syndrome","galactitol","Organic oxygen compounds"
"Irritable bowel syndrome","ethanol","Organic oxygen compounds"
"Irritable bowel syndrome","gamma-aminobutyric acid","Organic acids and derivatives"
"Irritable bowel syndrome","glycine","Organic acids and derivatives"
"Irritable bowel syndrome","glycerol","Organic oxygen compounds"
